,answer,clue,couple_occurencies
129,SPENDLESSMONEY,Common New Year's resolution,3
130,STOPORILLSHOOT,Words to a fleeing criminal,2
131,STREETSOFPARIS,"Olsen-Johnson play at the Broadhurst, 1939",2
132,TAKEACHILLPILL,Easy!,3
133,TAPINGONESTOES,Blister-protection technique?,1
134,THATSTHEWAYTHE,"With 60A, ""So it goes!""",1
135,THEBROTHERHOOD,1968 Douglas/Papas movie,1
136,THEWAILINGWALL,Sad structure?,2
137,TICTACTOEGAMES,Where lines are drawn?,2
138,TRASHCOLLECTOR,Refuse picker-upper,2
139,TRIXOFTHETRADE,Pro's pointers?,3
140,TURNTOTHERIGHT,Gee!,3
141,WALKEDTHEPLANK,Was forced to quit a job,3
142,WEEPINGWILLOWS,Sad trees?,2
143,YOUBATYOURLIFE,Dracula's favorite quiz show?,3
144,ABSALOMABSALOM,William Faulkner novel,2
145,ACTORBRODERICK,MATTHEW,1
146,ALLABOUTOVINES,Lower class?,2
147,ANGELALANSBURY,Star of 20A,2
148,ARIZONACAPITAL,PHOENIX,2
149,ATHOUSANDACRES,1992: Jane Smiley,2
150,BADHANDSPEOPLE,Poor receivers?,2
151,BORNONTHEBAYOU,Creedence Clearwater Revival song,2
152,BUTTONSONESLIP,"Remains silent, with effort",2
153,CYBILLSHEPHERD,Flock tender?,2
154,DANIELDAYLEWIS,My Left Foot star,2
155,DETACHABLEFACE,"Plastic part on ""The Visible Head""",2
156,DIGITALDISPLAY,Keypad array?,2
157,DISTURBTHEPEAS,Kitchen crime?,2
158,DOWNINTHEMOUTH,Depressed,3
159,DRAWINGTHELINE,Ruling class?,2
160,FEEBLEATTEMPTS,Poor efforts,1
161,FIRSTWIVESCLUB,"Midler, Hawn and Keaton comedy, 1996 (with ""The"")",1
162,FORTUNETELLERS,They handle the really big deposits?,2
163,FOURTHPROTOCOL,"Michael Caine/Pierce Brosnan thriller, 1987 (with ""The"")",1
164,FUMBLERECOVERY,Turnover,1
165,GETONESIRISHUP,Become angry,2
166,GOODBYEMRCHIPS,James Hilton novel,1
167,GORILLAATLARGE,1954 3-D off-beat murder mystery,2
168,ICANTBELIEVEIT,MAN!,2
169,ILEDEMARGARITA,Lesser Antilles island,1
170,INALITTLEWHILE,SOON,3
171,INNEXTTONOTIME,SOON,2
172,IOWASEPTUPLETS,The Magnificent Seven:,2
173,JOYOUSOCCASION,"Wedding, e.g.",2
174,KARENCARPENTER,Wood worker?,2
175,LANDOFELDORADO,Forty niner's place,2
176,LOBSTERNEWBURG,Seafood treat,2
177,MARINEBOOTCAMP,"Parris Island, e.g.",2
178,MISSJEANBRODIE,Teacher created by Muriel Spark,2
179,MONKEYONMYBACK,1957 biography of fighter Barney Ross,2
180,MOVIESTARRIVER,PHOENIX,2
181,MRSNORMANMAINE,"Judy Garland, in 1954",2
182,MURDERSHEWROTE,Show featuring 41A,2
183,NEVERNEVERLAND,Imaginary place,4
184,NEWYORKNEWYORK,1977 Robert DeNiro film,1
185,PAPERORPLASTIC,Supermarket cashier's inquiry,1
186,PASSINGBADCHEX,Kitchen crime?,2
187,PLASTEROFPARIS,Artist's compound,1
188,PRIVATELESSONS,One-on-one training,2
189,REVERSEENGLISH,Billiards technique,2
190,ROLLITDOWNHILL,Will you catch it?,2
191,SECONDHANDROSE,Barbra Streisand hit,2
192,SHRIMPCOCKTAIL,Seafood treat,2
193,SLANGFORTOILET,JOHN,1
194,SPRINGTRAINING,Improvement time for the Phillies,2
195,SQUAREACCOUNTS,Uncool savers?,2
196,STANDINGORDERS,Rules of parliamentary procedure,1
197,STANDSTOREASON,Makes sense,1
198,THREETALLWOMEN,1994: Edward Albee,2
199,UNGRATEFULDEAD,Thankless rock group?,2
200,USEASAGOLFBALL,Take a shot at it?,2
201,WHENDONKEYSFLY,NO HOW!,2
202,WINTEROLYMPICS,They started in 1924,2
203,YULBRYNNERFILM,The Magnificent Seven,2
204,BEGTHEQUESTION,"Exercise poor reasoning, in a way",2
205,CLOSETOTHEVEST,Warily,1
206,FASTESTCOASTER,Top Thrill Dragster-as of 2003,1
207,SANANTONIOROSE,Patsy Cline hit,1
208,STEALONESHEART,Win affection,3
209,THREEPIECESUIT,"17A, 41A, and 54A?",1
210,TWICETOLDTALES,Hawthorne short-story collection,2
211,TWODIMENSIONAL,Flat,3
212,WICHITALINEMAN,Glen Campbell hit,1
213,CHESTNUTHORSES,BAYS?,1
214,INVESTORGROUPS,POOLS?,1
215,MATCHCHORDGONG,Strike force?,1
216,OILPOSEBALANCE,Strike force?,1
217,FASTESTCOASTER,Kingda Ka,1
218,LEAPFORMANKIND,Completion of quote,1
219,STEPFORAMANONE,Continuation of quote,1
220,BREADTIMESTORY,The Tale of the Rising Yeast?,1
221,WHERESTHEBRIEF,Panicked question from an absent-minded lawyer?,1
222,BLUTOBLUTARSKY,"Animal House character who asks ""Was it over when the Germans bombed Pearl Harbor?""",1
223,CASTORETPOLLUX,Rameau opera about mythological twins,1
224,ELLEMACPHERSON,"Fashion model nicknamed ""The Body""",1
225,TEAINTHESAHARA,"Song from the Police's ""Synchronicity""",1
226,WHATAMUTTBUNCH,"Damn, look at all those unpedigreed dogs!",1
227,YOUBATRASTERED,"Hey, asshole, go convert from vectors to pixels before stepping up to the plate!",1
228,ADVENTCALENDAR,Seasonal card represented by this puzzle's grid,1
229,ANTHONYSWEINER,Disgraced politician's pole?,1
230,BETHEBALLDANNY,Caddyshack imperative,1
231,BOSTONPOPSICLE,"Wicked delicious Fla-Vor-Ice, brah?",1
232,CLASSYSANDIEGO,See 35-Across,1
233,COCONUTMAROONS,Tropical treats best enjoyed when stranded on an island?,1
234,DWAYNESJOHNSON,The Rock's rocket?,1
235,FORGESAHELIPAD,Builds something on which Apaches can land?,1
236,GARMINANDTONIC,Shopping list for one lost on a malaria-infested island?,1
237,MASTERPTHEATRE,"London venue where plays based on ""Make 'Em Say Uhh!"" and ""Mr. Ice Cream Man"" are performed?",1
238,MIDDLEPARTICLE,Atom neither high nor low in mass?,1
239,ORDINARYPEOPLE,124 minutes of Donald Sutherland and Mary Tyler Moore doing nothing to distinguish themselves?,1
240,THECOLORPURPLE,154 minutes of Whoopi Goldberg just mixing red and blue paint?,1
241,TWENTYFOURDAYS,Length of a typical 36-Across,1
242,ANTICAPITALIST,"What 2-Down was designed to be, in principle, by its original creator",1
243,BROOKSBROTHERS,"Fraternity members who know all the words to ""Friends in Low Places""?",1
244,CARRIEFINISHER,"(SPOILER ALERT) A butcher's knife to the shoulder/back, courtesy of her own mother?",1
245,CASHONDELIVERY,Ring of Fire sung right at your door?,1
246,COMMONRESOURCE,"Something free to all, and what one word in this puzzle is to the words around it",1
247,DOLLARBILLBORE,Hole produced by a rolled-up Washington?,1
248,FAKEANORGANISM,"Do your biology class report on the, uh, flying turtle ... mouse?",1
249,GETSPERMISSION,Average number of Jewish divorces on a NASA outing?,1
250,INDEXINVESTING,Mutual fund owner's wealth-building strategy,1
251,ITSCOMPLICATED,Apt Facebook status for this puzzle's subject,1
252,LASTINGSCARLET,Deep red that won't fade?,1
253,MATLOCKANDLOAD,Spinoff about Andy Griffith with his laundry?,1
254,MONITORNEURONS,Do an EEG?,1
255,OUTDOORSPERSON,Average number of egresses allotted to a given second-generation male?,1
256,PENCILPUNISHER,Start drawing the Marvel antihero also known as Frank Castle?,1
257,PERIODICUPDATE,Recurring news recap,1
258,PROFILESERVERS,"TSA agent: ""Be extra cautious with restaurant workers""",1
259,PROTESTMATCHES,"Fire safety advocate: ""Get out in the streets if you want to show that lighters are safer than the alternative""",1
260,SADDLEHORNDRAG,Slowdown caused by a protuberance on a riding horse's back?,1
261,TENOROCALAMODE,"What Pavarotti went into when performing in Marion County, Florida?",1
262,VIRGINIAHAMLET,Place much smaller than Richmond?,1
263,WHOSECLUESDONT,"Instructions, part 2",1
264,WITHTHELETTERS,"Instructions, part 4",1
265,BLOWHISOWNHORN,What a ram can't do?,2
266,BUSMANSHOLIDAY,Working vacation,2
267,HAVEASTAGPARTY,What a buck might do?,2
268,TRAINOFTHOUGHT,Pondering process,2
269,BACKINGTHEUSSR,Beatles' Cold War anthem?,2
270,BRICKOVENPIZZA,Take-out fare,2
271,CALVINTRILLING,Warbling columnist?,2
272,CHRISTMASISODD,START OF A COMMENT,2
273,DUSTINGHOFFMAN,Actor who does housework?,2
274,FRANKSANDBEANS,Deli dish,2
275,GARROTSANDPEAS,Side dish,1
276,GLASGOWLASSIES,Some Scottish girls,2
277,INFRONTOFADEAD,PART 4 OF COMMENT,2
278,JOINANARTCLASS,Resolution,2
279,LOSESOMEWEIGHT,Resolution,2
280,NAIROBINATIVES,Certain Kenyans,2
281,OUTOFYOURSOCKS,END OF COMMENT,2
282,ROBINGWILLIAMS,Creating costumes for a comic?,2
283,STILETTOWHEELS,Very sharp tires?,2
284,SWISSARMYKNIFE,Versatile gadget,2
285,WHIPWHIPHOORAY,Congressional cheer?,2
286,YEARCANYOUMEET,PART 3 OF COMMENT,2
287,COURTOFAPPEALS,Site of some legal challenges,2
288,DAYTONNUTBREAD,Ohio bakery product?,2
289,DOWNINTHEMOUTH,Disheartened,3
290,GOOUTWITHABANG,Exit grandly,2
291,GREENANDBEARIT,Happy lime tree's motto?,2
292,KEEPONESCHINUP,Stay cheerful,2
293,KEEPUMBERWRAPS,Hide some brown furs?,2
294,PIERREPRESSURE,South Dakota social force?,2
295,SLOWASMOLASSES,Sluggish,2
296,WHOLEBALLOFWAX,Everything,2
297,AMERICANCEREAL,"Corn flakes, e.g.?",1
298,BEGINNINGTOEND,Completely,2
299,BEIGEMINISKIRT,Light-colored Mary Quant offering?,1
300,CROCODILETEARS,Insincere grief,1
301,HERETOETERNITY,"Completely, with ""from""",2
302,HORSELATITUDES,Regions of calm winds,1
303,TEAANDSYMPATHY,1956 Deborah Kerr film,1
304,THECORNISGREEN,1945 Bette Davis film,1
305,CHARLIEDANIELS,Country legend,1
306,CLARENCEDARROW,Attorney for the Damned author,1
307,EDMONTONOILERS,Team Gretzky played for,1
308,HIREASKYWRITER,One way to get your message across,1
309,HOWNOWBROWNCOW,Elocution practice phrase,1
310,INFINITEWISDOM,Omniscience,1
311,INNNECESSITIES,"Sheets, towels, guest register, etc.",1
312,JOHNSTOWNFLOOD,Disastrous event of 1889,1
313,PHONETHEVOTERS,One way to get your message across,1
314,RENTBILLBOARDS,One way to get your message across,1
315,STAREINTOSPACE,Daydream,1
316,TAKETOTHESTUMP,One way to get your message across,1
317,TIMELESSBEAUTY,Venus de Milo's quality,1
318,TYCOBBBASEBALL,Valuable sports collectible,1
319,BROCCOLISPEARS,Vegetarian's weapons?,1
320,CABBAGEPATCHES,Vegetarian's appliques?,1
321,CAPECODCOTTAGE,Home with a gabled roof,1
322,CHICKENSCRATCH,Illegible handwriting,3
323,CYRUSMCCORMICK,Mechanical reaper inventor,1
324,HIGHWAYRUBBERY,Warning sign on the Neoprene Turnpike?,1
325,JUSTPLAINFOLKS,Honorable ordinary people?,1
326,SPORTINGEVENTS,Honorable happenings?,1
327,WAFFLESTUMPERS,Riddles about griddles?,1
328,WHOLEWIDEWORLD,All of the earth,1
329,ABNERDOUBLEDAY,Purported inventor of baseball,2
330,AREANDAREALIKE,"Exist, yea as doubles?",1
331,BENEFITCONCERT,Fund-raiser,1
332,BOWLINGGALLEYS,Old ships with lanes and pins?,1
333,BURNINGGRUBBER,Furious moocher?,1
334,CONTINENTALELF,European imp?,1
335,ENGLISHARTICLE,AN,1
336,EVERYDAYPEOPLE,Sly & the Family Stone hit,1
337,OEDIPUSCOMPLEX,Concept developed by Freud,1
338,ORDINARYINCOME,It's taxable,1
339,OVERHANDSTROKE,Server's move,1
340,PLAYEDTHEFIELD,Didn't go steady,2
341,PUREEDTOMATOES,Sauce base,1
342,SIXTOTHEROMANS,VI,1
343,SQUAREACCOUNTS,Pay in full,1
344,VICIOUSCIRCLES,Recurring chains of events,1
345,AMERICANBEAUTY,The Name of the Rose and ...,1
346,BEATMEUPSCOTTY,Enterprise masochist's request?,1
347,DIXIELANDBRAND,"Southern Comfort, e.g.?",1
348,ERINBROCKOVICH,The Toxic Avenger and ...,1
349,EXTRABATTERIES,Campers are wise to carry them,1
350,FEDERALEXPRESS,Trebek's package store?,1
351,FRUITOFTHELOOT,Most-desired spoils?,1
352,GARRISONKILLER,Criminal radio personality?,1
353,ROBBERBENCHLEY,Criminal American humorist?,1
354,SMOOTHOPERATOR,Lange's favorite Sade song?,1
355,THERMALIMAGING,One use of infrared radiation,1
356,UNDERCOVERCROP,Hemp?,1
357,ABORTRETRYFAIL,Classic reason to call the IT guy #4,1
358,ACCIDENTREPORT,Crashing account,1
359,ACUPUNCTURISTS,Those working for pin money?,1
360,ADHOCCOMMITTEE,Temporary group,1
361,ADJUSTINPOWERS,Fine-tunin' supernations?,1
362,AGAINSTALLODDS,"Impossible, like an upset victory",1
363,AGONYANDTHEXTC,"Two features of being tormented with endless replayings of ""Dear God""?",1
364,AHASTINGSLAYER,"Take On Me one-hit wonders vs. ""Every Breath You Take"" singer vs. ""Angel of Death"" metal band (10/14/1066)",1
365,AINTTHATABITCH,Mother fuck,1
366,ALTERNATEROUTE,Traffic detour,2
367,AMERICANVIRGIN,Yankee who's never been to third base,1
368,AMERICASGOTTNT,Explosive NBC show?,1
369,ANGELESTHATYOU,"Zinger, part 5",1
370,ANIMATEDSPRITE,"Avatar, usually",1
371,APPLESTOAPPLES,Hunger game #3,1
372,APRILFOOLSJOKE,Gag for the unexepected,1
373,ARGYLEGARGOYLE,Tongue twister #3,1
374,AWHEEINAMANGER,Thrill seeker's carol?,1
375,BASEBALLSEASON,"Spring, summer and fall, sports-wise",1
376,BATONETHOUSAND,Have a perfect record,1
377,BELONGTOGETHER,Are made for each other,1
378,BENJAMINNNEKER,African American mathemetician who purportedly surveyed the District of Columbia,1
379,BERMUDAPYRAMID,3-D area in the Atlantic Ocean?,1
380,BIGFRIGGINDEAL,So what!,1
381,BOSTONKEDBEANS,Sugar-covered peanuts,1
382,BOSTONMARATHON,Annual Patriots Day event,1
383,BOXERREBELLION,Turn-of-the-century Chinese uprising,2
384,BREATHOFFRESHA,It's a relief,1
385,BUDGETEDANINCH,"Allocated enough money for a very small tattoo, say?",1
386,BUSINESSSCHOOL,Some ferrets and some sharks,1
387,CANSAYITFORTHE,"Quote, part 4",1
388,CASSOCKTEASERS,Sneak previews of next year's evangelical garments?,1
389,CATONONESTAXES,Tabby perched atop an IRS return?,1
390,CHARGDAFFAIRES,Embassy official,1
391,CHESTELSEWHERE,Result of the old sawing a lady in half routine?,1
392,CHRISTMASCREEP,Marketing term for year-end sales that start earlier and earlier,1
393,CHRISTOPHERFRY,"... ""Fahrenheit 451""?",1
394,CLIMATEJUSTICE,Green field?,1
395,CLOSETEDFRIEND,Buddy who everybody knows is gay but himself?,1
396,CONSPIRACYTORY,Paranoid Labour opponent?,1
397,CRACKERJACKBOX,Prize package?,1
398,CRITICMITCHELL,Look ... there he is!,1
399,CYBILLSHEPHERD,Moonlighting actress who leads from behind?,1
400,DADCHELORPARTY,"In modern-day slang, last night out with the guys just before the first baby arrives",1
401,DALLASDRESSING,"Ten gallon hat, string tie, etc.?",1
402,DARKNESSATNOON,"1940 Arthur Koestler novel that inspired George Orwell's ""Nineteen Eighty-Four""",2
403,DDDDDDDDDDDDDD,Obviously!,1
404,DDDDDDDDDDDDDD,1990 Prince movie/album,1
405,DDDDDDDDDDDDDD,Classic cat toy,1
406,DDDDDDDDDDDDDD,Exclusive neighborhood to live in,1
407,DDDDDDDDDDDDDD,"RIDDLE, PART 2",1
408,DDDDDDDDDDDDDD,"RIDDLE, PART 4",1
409,DIESELPROMOTER,Shaq's agent?,1
410,DISCOVEREDATAX,What a teabagger did to start teabagging?,1
411,DOUBLEENTENDRE,"One might be followed by ""That's what she said""",1
412,DOWNTOWNRARITY,Parking ___,1
413,DRAGONBALLZINC,Healthful mineral from anime?,1
414,DREAMBOATPENIS,Playgirl picture?,1
415,DRESSREHEARSAL,Opening night preceder,1
416,DRIVERSLICENSE,Common photo id,1
417,EAGLEHASLANDED,"Obit for a Wichita newspaper?, with ""The""",1
418,EARLSWEATSHIRT,L.A. rapper whose father is South Africa's National Poet Laureate,1
419,EGGSFLOTRIOINE,Breakfast with spinach,1
420,ELECTRACOMPLEX,Obsession about whether or not to use a certain font?,1
421,ELLIPSISISLAND,Getaway spot with three points?,1
422,ELVISSIGHTINGS,Theme of this puzzle,1
423,EUROPEISMADEOF,"RIDDLE, part 2",1
424,EXITSTAGERIGHT,Catchphrase by cartoon character Snagglepuss,1
425,FINDTHELETTERS,"Question, part 3",1
426,FLAVORTHEBIRDS,Baste some turkeys?,1
427,FORALITTLEWEIL,Tailored for Andrew's son?,1
428,FORDMADOXBROWN,"Pre-Raphaelite painter of ""Work""",1
429,FOXTAILORCHIDS,Plants with purple flowers,1
430,FRANKLINPIERCE,Font penetration?,1
431,FREEEECUMMINGS,"Unleash ""anyone lived in a pretty how town"" poet?",1
432,GARLICPRESALES,Bulbs in the kitchen purchased ahead of time?,1
433,GENERATIONCHEX,The kids who grew up on cereal?,1
434,GETAWAYCATHAIR,"Shoo, household allergen!?",1
435,GIVEUPTHEGHOST,Stop reading 'Casper' comics,1
436,GIVEUPTHEGHOST,Lenten advice for Pac-Man?,1
437,GOOGLENNDANZIG,"Mother metal guy, brought to you by a tech company",1
438,GRANTQUESTIONS,"Parlor game, after inflation?",1
439,GROLSCHOOLBOYQ,"Man of the Year rapper, brought to you by a Dutch beer",1
440,GROWINGPROPANE,Slowly accumulating barbecue fuel?,1
441,GUTENBERGBIBLE,First work published with movable type,1
442,HAILTOTHECHIEF,Military song first used by Andrew Jackson,2
443,HAMBURGERBUNCO,Dice game played by someone from a German port?,1
444,HANHELDDEVICES,Spears and such from 200 BCE China?,1
445,HAVEADRINKONME,I'm buying!,1
446,HAVEONESHANDSF,Be surrounded with difficulties,1
447,HAVINGSAIDTHAT,However ...,2
448,HELLOCLEVELAND,Classic bit of inane rock star stage banter #3,1
449,HOLDINGPATTERN,Going-nowhere state,1
450,HONKYTONGWOMEN,White girls in mid-7th century China?,1
451,HORRORSTRICKEN,"White as a sheet, perhaps",1
452,HOWYALIKEMENOW,Showoff's shout,1
453,IBMXYLOPHONIST,Percussion player who works for Big Blue?,1
454,ILIKEYOURSTYLE,Color me impressed!,1
455,INCOMPLETENESS,Hallmark of a 20-Across (to make some theme entries fit),1
456,INTERNETFAMOUS,Like stars of viral videos,1
457,INTHEBEGINNING,Genesis intro,1
458,INXSOFAMILLION,"Suicide Blonde band after adding 999,994 members?",1
459,ISTHISYOURCARD,Classic line from a magician,1
460,ITDONTCOMEEAST,Observation as to why a Kansas-based company has to relocate to San Francisco instead of Boston?,1
461,ITHOWMANYWORDS,"Quote, part 3",1
462,JALAPENOPEPPER,Burrito ingredient,1
463,JANESADDICTION,Headliners of the first Lollapalooza,1
464,KEYANDPEEPHOLE,Two things in a door?,1
465,KOOLANDTHEGANG,Celebration band,1
466,LACONFIDENTIAL,1997 Best Adapted Screenplay,1
467,LASTNAMEISMADE,More of the riddle,1
468,LEADEROFDEEPAK,Chopra's Sherpa?,1
469,LEARNERSPERMIT,Certificate given to one who will be road-tested,1
470,LEARNERSPERMIT,"Teen driver's paperwork, probably",1
471,LEVITRAILLNESS,Stomachache after taking an ED drug?,1
472,LINCOLNTOOMANY,"That drink you shouldn't have had, after inflation?",1
473,LOOKSLIKEALADY,See 19-Across,1
474,LOOKTOTHEPLATE,"Shakespeare on someone just about to score (""Romeo and Juliet,"" I, v, 8)",1
475,LOOMINGDYNASTY,Team that will win everything for years to come?,1
476,MANXOFTHEHEART,Favorite tailless cat?,1
477,MARIANNEFAITHF,As Tears Go By singer,1
478,MARTINCLUTCHER,One who grabs purple birds?,1
479,MARVINGAYELIVE,1974 platinum R&B album,1
480,MATCHBOXTWENTY,"Group with the 2000 #1 hit ""Bent""",1
481,MEETTHEPALEARS,2000 Ben Stiller comedy,1
482,MICHELLEMALKIN,Unhinged: Exposing Liberals Gone Wild author,1
483,MUSICDOESNTSAY,"Quote, part 2",1
484,NANOTECHNOLOGY,Science at the molecular level,1
485,NNAMDIASOMUGHA,Four-time All-Pro cornerback recently signed to the Eagles,1
486,NODICEMACHINES,"Devices that say ""forget about it!""?",1
487,NOTMYKARPOVTEA,I really dislike Anatoly?,1
488,NUCLEARSQWORMS,"Atomic Gummi snacks whose second word is a portmanteau of their shape and how they ""move""",1
489,OBJECTWOULDYOU,"Question, part 2",1
490,OFANMLBMANAGER,More of the riddle,1
491,OFTHELASTNAMES,More of the riddle,1
492,ONESELFONESELF,"Beat a dead horse, literally",1
493,OPIUMFORTHEMES,What desperate druggie crossword puzzle makers will use as inspiration?,1
494,OUTSELLLLCOOLJ,"Move more units than ""Going Back to Cali"" rapper?",1
495,OVERSTUFFEDCHA,It has a large cushion,1
496,PERNODTHEUSUAL,Anise-flavored liqueur (just like I always order)?,1
497,PIRATEABDOMENS,Things found below Long John Silver and Blackbeard's chests?,1
498,PLUMBERSACCESS,Crawl ___,1
499,PONTIACTORRENT,"SUV that was a prize during ""Survivor 2005""",1
