,answer,clue,couple_occurencies
156,LONGJOHNAG,Treasure Island character,3
157,LOUNGECARS,First-class train feature,1
158,LOVEMAKING,Courtship,4
159,LOVERSLANE,Where to take a date?,2
160,LOWERCLASS,Freshmen,3
161,MAINSTREAM,Like many issues,2
162,MARASCHINO,Cordial,1
163,MAYFLOWERS,See 26A,1
164,MAYONNAISE,Springtime condiment?,1
165,MEDIABLITZ,Intense campaign effort,3
166,MIKEPIAZZA,1993 N.L. Rookie of the Year,2
167,MILESDAVIS,Hornblower?,3
168,MINORMINER,Underage coal-digger?,3
169,MOSCOWMULE,Cocktail served in a copper mug,3
170,MOTHERSDAY,May event,1
171,MOUTHPIECE,Spokesperson,5
172,MUSCLETONE,Fitness buff's concern,3
173,MUSTERROLL,Military roster,1
174,MYLEFTFOOT,1989 Daniel Day-Lewis film,9
175,NAILBITERS,"Close games, perhaps",4
176,NAVALNAVEL,Military belly-button?,3
177,NEGATIVEAD,TV attack,3
178,NEWSLETTER,In-house publication,3
179,NIGHTSHADE,"Mandrake, e.g.",3
180,ODETOROBBY,"1976 drama, truthfully?",3
181,OFFTHECUFF,Extemporaneously,6
182,ONEDIAMOND,"Ring centerpiece, often",3
183,ONTHEBEACH,1959 Gregory Peck film,4
184,ONTHESAUCE,In one's cups,3
185,ORNERINESS,Contrariness,1
186,OSCARWILDE,De Profundis writer,3
187,OSLOSLOWLY,"Like a snail, in Norway",3
188,OUTOFSIGHT,SURPRISING,3
189,OUTOFSORTS,MOODY,3
190,OVALOFFICE,White House hub of activity,1
191,OVERDOSING,Taking too much,3
192,OVERSTOCKS,Buys too much,3
193,OVERWHELMS,Steamrolls,3
194,PADDYWAGON,Police transport,3
195,PALAVERING,Engaging in idle chatter,3
196,PANJANDRUM,Big cheese,3
197,PARTITIONS,Room dividers,3
198,PEACHMELBA,Ice cream treat,2
199,PENNYCANDY,Sweets of a bygone era,4
200,PERMANENCE,Perpetual existence,3
201,PETERFINCH,Network Oscar winner,7
202,PETERFINCH,Network Oscar-winner,4
203,PETERLORRE,"No, he was in ""The Maltese Falcon""",3
204,PETERPIPER,"No, he's the pepper guy",3
205,PHILIPPINE,Fidel Ramos constituent,3
206,PHILIPROTH,"Goodbye, Columbus author",4
207,PHOEBESNOW,Poetry Man singer,11
208,PIANOFORTE,Harpsichord's kin,3
209,PIEALAMODE,Ice cream treat,3
210,PILLOWTALK,1959 Doris Day film,3
211,PILLOWTALK,1959 Rock Hudson flick,2
212,PLATEGLASS,Eating-drinking utensil?,3
213,PLAYBYPLAY,ROMP-PORTRAY,3
214,POLICYWONK,Influential DC-types,2
215,PONYLEAGUE,Youngsters' baseball organization,3
216,PORCUPINES,Defensive rodents,3
217,PORCUPINES,Prickly critters,3
218,POTATOCHIP,Addictive munchie,3
219,POWERLUNCH,Muckety-muck's meal,3
220,PRAIRIEDOG,Burrower,3
221,PUNKROCKER,"Sid Vicious, e.g.",3
222,RABBITEARS,Synagogue sorrow?,3
223,RATTLETRAP,Clunker,5
224,REASSIGNED,GIZMO,1
225,RECIPROCAL,Interchangeable,3
226,REDSKELTON,Clem Kaddiddlehopper portrayer,3
227,REPENTANCE,Sermon topic?,3
228,RESTRAINED,Checked,5
229,RIGAMAROLE,Complicated procedure,3
230,RIGAMAROLE,Poppycock,3
231,RIGHTCROSS,1950 June Allyson film,4
232,RIGHTFIELD,Position for Ruth or Ott,4
233,RINGALEVIO,Street game,3
234,RIVERHORSE,Hippo,5
235,ROBERTELEE,Traveler?,3
236,ROGERMARIS,1961 record-breaker,3
237,ROLLINGPIN,Maggie Jiggs's missile,3
238,ROMAINGARY,Novelist/city slicker?,3
239,ROTTENEGGS,Olfactory offender,3
240,RUBIKSCUBE,Popular 3D puzzle,2
241,RUBYKEELER,Screen dancer of the 30s,1
242,SALLYSALLY,Field's foray?,3
243,SCALESDOWN,Snake-bird covering?,3
244,SCHMEGEGGY,Blockhead?,2
245,SECONDWIND,Renewed energy,6
246,SEGREGATES,Sets apart,4
247,SEMIFORMAL,Well-dressed,1
248,SHEETMUSIC,Pianist's purchase,4
249,SHEMPSHEMP,Stooge's strings?,3
250,SHERYLCROW,All I Wanna Do Grammy winner,3
251,SHORELEAVE,Sailor's break,3
252,SHUTTERBUG,"Tourist, at times",3
253,SIDEBYSIDE,FACET-EDGE,3
254,SILVERCITY,"Australian movie, 1984",3
255,SINKORSWIM,"Make it on one's own, or not",4
256,SKYLARKING,Monkeyshines,1
257,SLEEPINESS,Somnolence,3
258,SLIPCOVERS,Sofa protectors,4
259,SLOWMOTION,Playback setting,3
260,SLOWSEASON,Christmas in July?,3
261,SNEAKTHIEF,Burglar,3
262,SNPANALLEY,Pop music district,3
263,SOUNDBITES,Terse TV takes,3
264,SOURGRAPES,Aesop's fable fruit,3
265,SPIKESPIKE,Jones's catch of the day?,3
266,SPINDOCTOR,Purveyor of favorable interpretations,3
267,SPOONERISM,"Blushing crow, perhaps",3
268,SQUAREROOT,Gardening nerd?,1
269,STAIRSTARE,Walk gawk?,1
270,STAYATHOME,Couch potato,3
271,STEPBYSTEP,TREAD-RUNG,3
272,STEPSISTER,Sibling via remarriage,2
273,STONESTONE,Rock band's sound quality?,3
274,STREETBEAT,Patrolman's assignment,3
275,STRIKEZONE,Kegler's target,2
276,SUBSIDENCE,Abatement,3
277,SWEETHEART,February 14 word,1
278,TACHOMETER,Dashboard device,3
279,THEBELTWAY,DC insiders are inside it,3
280,THESEAWOLF,Jack London novel,4
281,THIRDPARTY,"Perot's affiliation, for one",1
282,THIRSTIEST,"Most efficient, paper towel-wise",3
283,THOMASGRAY,Elegy Written in a Country Churchyard poet,2
284,TOADSTOOLS,Poisonous agarics,1
285,TOMFOOLERY,Nonsense,6
286,TOMFOOLERY,Shenanigans,7
287,TOMMYSTUNE,Melody for a dancer?,3
288,TRIPHAMMER,Heavy power tool,4
289,TROYAIKMAN,Football name,3
290,TRUETOFORM,Behaving as expected,7
291,TURKEYCLUB,Order in the Deli?,3
292,TURKEYTROT,Dance on 4D?,2
293,TURKEYTROT,Ragtime dance,30
294,UNMANNERLY,Eschewing Emily Post,3
295,UNSEATPETE,Replace Governor Wilson,2
296,UNSETTLING,Disturbing,4
297,UPANDABOUT,Stirring,3
298,UPPERCRUST,"Elite, familiarly",4
299,VANCLIBURN,1958 Tchaikovsky Prize winner,3
300,VANILLAICE,Flash-in-the-pan rapper,3
301,VERASMILES,Races for an actress?,3
302,WALLFLOWER,Shy partygoer,3
303,WEIGHTGAIN,Holiday-time annoyance,3
304,WETBLANKET,Party pooper,23
305,WHITEWATER,Bill's problem,3
306,WINECOOLER,"Ice bucket, often",3
307,ZEROMOSTEL,The Producers star,1
308,ACEVENTURA,Pet detective of film,4
309,ALBERTGORE,Tipper's mate,1
310,ALLOTROPES,Elements with more than one molecular form,2
311,ANGELFALLS,Venezuelan wonder,2
312,ANNAPAQUIN,Winnipeg-born 1993 Best Supporting Actress,1
313,ANSELADAMS,Famed photographer,2
314,ANTISEPTIC,Sanitized,1
315,APPLESAUCE,Hokum,2
316,APPRENTICE,One just starting out,1
317,AQUAMARINE,Bluish-green,1
318,ASTEELTRAP,Part 2 of quip,1
319,AUNTARTICA,Frosty the Snowman's favorite relative?,1
320,BADMOUTHER,Backbiter,3
321,BANANAPEEL,It's slippery,2
322,BARNEYFIFE,TV deputy,4
323,BATHTUBGIN,Prohibition quaff,4
324,BATMITZVAH,Jewish rite of passage,3
325,BAWLINGOUT,Tongue-lashing,3
326,BELALUGOSI,Frankenstein Meets the Wolf Man monster portrayer,3
327,BIDDINGWAR,Auction action,2
328,BLINDALLEY,No way out,1
329,BLOODROOTS,Red puccoons,3
330,BLOODYMARY,South Pacific role,4
331,BLUEVELVET,Bobby Vinton hit,2
332,BOARDROOMS,Where deals are made?,1
333,BOOKSELLER,Text vendor,2
334,BQHRRBQNRR,"Goldie flick ""Crisscross"" in code",1
335,BRAVEHEART,Oscar winner in 1995,2
336,BRERRABBIT,One of Uncle Remus's bunch,2
337,BRICKLAYER,Mortar man,1
338,BROTHERRAT,1938 film relationship,2
339,BROWNPAPER,Packaging need,4
340,BROWNSHIRT,Storm trooper,4
341,BUBBLEWRAP,Packaging need,3
342,BUCKROGERS,Gil Gerard sci-fi role,2
343,BULLDURHAM,Costner comedy,3
344,BULLMARKET,Seville or Pamplona?,1
345,BUREAUCRAT,Government official,2
346,BUTTERMILK,Dale Evans' movie mount,2
347,BUYANDSELL,Pawnbrokers do it,3
348,BYANDLARGE,For the most part,3
349,CANDELABRA,Dining illumination,1
350,CANISMAJOR,Sirius's constellation,3
351,CARROTTOPS,Arnez and Sills,2
352,CASEWORKER,Provider of a social service,3
353,CASPIANSEA,European saline lake,1
354,CATTLECALL,Mass audition,3
355,CELLOPHANE,Packaging need,3
356,CHAIRWOMAN,"Committee honcho, sometimes",2
357,CHANNELING,In touch with Cleopatra?,1
358,CHARTREUSE,Yellowish-green,1
359,CHECKBOOKS,Pay-as-you-go with these,1
360,CHERRYBOMB,Fourth of July noisemaker,2
361,CHICKYOUNG,Bird that created Blondie?,3
362,CLOTHESPIN,Line item?,3
363,COALITIONS,Allies and Axis,2
364,CODPACKAGE,P.O. delivery,2
365,COINRETURN,Pay-phone feature,2
366,COLEPORTER,In the Still of the Night writer,3
367,COLLARBONE,Scapula-sternum link,3
368,COMICSTRIP,Jackie the Jokeman's visit to Vegas?,3
369,COMMITTEES,Groups with special functions,1
370,CONSCIENCE,"Jiminy, to Pinocchio",3
371,CORDOFWOOD,4x4x8 stack,3
372,CORNFLOWER,Hokey Bloomer?,1
373,COTTONTAIL,"Here comes Peter ____, ...",2
374,COUNCILMEN,City law makers,1
375,COUNTBASIE,Big-band great,2
376,CROPDUSTER,Kind of plane,2
377,CROSSWORDS,'20s craze,4
378,CROSSWORDS,Heated exchange?,3
379,CROWMAGNON,Cave bird?,3
380,CURLYSIMON,Hirsute singer?,3
381,DAISYCHAIN,Series of connected events,3
382,DANAYKROYD,Ghostbuster born in Ottawa on Canada Day,1
383,DAVIDBOWIE,Aladdin Sane singer,2
384,DEANNATROI,Star Trek: YNG empath,2
385,DELPHINIUM,Oracle's bloomer?,1
386,DEUCESWILD,Card-game declaration,3
387,DEVILEDHAM,Underwood spread,2
388,DIMINUENDO,Gradual loudness reduction,1
389,DIRTYHARRY,Eastwood role,1
390,DIVEBOMBER,Kind of plane,2
391,DOBEADOBEE,"Message from ""Romper Room""",3
392,DOBEDOBEDO,Message from Sinatra,3
393,DONQUIXOTE,Man of La Mancha,2
394,DRESSMAKER,Modiste,2
395,DUKESNIDER,Ebbets Field great,2
396,DURANDURAN,What was that again? band,3
397,EARLWEAVER,Managerial great,2
398,EARSOFCORN,Farm produce,2
399,EARTHAKITT,Confessions of a Sex Kitten author,1
400,EARTHQUAKE,Natural event,1
401,EASYSTREET,Highway of opulence,2
402,EECUMMINGS,he  wr ote   poetry   l ike        thi   s,3
403,ENGAGEMENT,Valentine's Day result?,1
404,ENTERONCUE,Come in as directed,3
405,ENTERPRISE,Command for 10D,2
406,ESCUTCHEON,Emblematic shield,1
407,EUCALYPTUS,Koala's diet source,2
408,EXCHEQUERS,Treasuries,2
409,FALSEFRONT,Facade,4
410,FATHERTIME,12/31 figure,3
411,FEMININITY,Womanly characteristic,3
412,FIFTYFIFTY,Fair numbers,4
413,FIREBRANDS,Agitators,3
414,FIREENGINE,Dalmatian's vehicle,2
415,FIREESCAPE,Apartment-window view,2
416,FIZZLESOUT,Ends disappointingly,2
417,FLEEBAILEY,Well-known defense attorney,2
418,FLOATALOAN,Arrange for financing,2
419,FLYINGBOAT,Kind of plane,2
420,FORESTFIRE,Natural event,1
421,FORKEDOVER,Paid up,2
422,FRANKVIOLA,1988 Cy Young winner,3
423,GARYCOOPER,Beau Geste star,3
424,GATHERDUST,What an unambitious one might do?,2
425,GEORGESHAW,Playwright-writer Bernard,1
426,GETALOADOF,Take a look at,2
427,GETMYDRIFT,Understand?,4
428,GOLDENCALF,Biblical idol,3
429,GOLDENPOND,Title site for Fonda and Hepburn,1
430,GRANDDADDY,First of its kind,5
431,GREASEDPIG,It's slippery,2
432,GREATGROSS,"1,728",3
433,GREENBERET,Special Forces member,11
434,GUMBOLIMBO,Resin-producing tree,1
435,GUNCONTROL,Political hot potato,2
436,HAIRYJAMES,Hirsute trumpeter?,3
437,HAMMEDITUP,Overacted,4
438,HANDTOHAND,At close quarters,5
439,HARDCHEESE,Tough situation,1
440,HARDFISTED,Ruthless,1
441,HAVEAHEART,Transplant-surgeon's offer?,3
442,HBOFEATURE,Certain TV special,2
443,HEADTOHEAD,In conflict,3
444,HEARTHINGS,Sounds in the night?,3
445,HELLODOLLY,David Merrick production,2
446,HILDACRANE,Jean Simmons title role,1
447,HINDENBURG,Exploder of 1937,2
448,HITPAYDIRT,What a lucky one might do,2
449,HITTHEDECK,Prepare for action,3
450,HIYOSILVER,Apt greeting for this puzzle?,2
451,HOCUSPOCUS,Nonsense,4
452,HOOKEDRUGS,Some floor coverings,2
453,HORNAMENTS,Reindeer's Christmas tree decorations?,1
454,HOTDOGGERS,Showoffs on the slopes,3
455,HOUSEORGAN,THE REALTOR PLAYED A __,3
456,HOUSESEATS,They're reserved at a theater,2
457,HOVERCRAFT,Everglades vehicle,2
458,HOWDYDOODY,Freckled star of old TV,2
459,HURRICANES,Natural events,1
460,IDPOTATOES,Specialty prepared by a Boise short order cook?,1
461,ILLADVISED,Imprudent,2
462,ILLUMINATE,Enlighten,1
463,IRSAUDITOR,US employee,2
464,IVORYCOAST,Country on the Gulf of Guinea,2
465,JACKKNIFES,Has an accident with  the rig,2
466,JAMESTKIRK,Space captain,2
467,JAMSESSION,A cat may play in it,2
468,JAYPMORGAN,Bird financier?,3
469,JAZZSINGER,"Early talkie, with ""The""",2
470,JEJUNENESS,Lack of maturity,3
471,JELLYBEANS,Reagan's favorite,3
472,JELLYSTONE,Park Yogi played in,2
473,JERRYBUILT,Like one of Seinfeld's models?,2
474,JFKARRIVAL,SST,2
475,JFREDMUGGS,"Today Show scene stealer, once",1
476,JOANRIVERS,Funny lady,2
477,JOELHARRIS,Journalist-writer Chandler,1
478,JOEYBISHOP,Rat Pack member,6
479,JOHNNYCAKE,Dessert for Carson?,1
480,JOHNPAULII,"Originally, Karol Wojtyla",2
481,JOHNSEXTON,Famed photographer,1
482,JOJODANCER,1986 title role for Richard Pryor,3
483,KINGCURTIS,Saxophone great,2
484,KINGSCROSS,London railway terminal,3
485,KNIFEPLEAT,Skirt feature,2
486,KNOCKABOUT,Wander aimlessly,2
487,KODIAKBEAR,Predator of Alaska,1
488,LABORATORY,Testing locale,1
489,LADYGODIVA,Scantily clad equestrienne?,1
490,LADYKILLER,Don Juan?,1
491,LANDBRIDGE,Continents' connector,2
492,LATESTBUZZ,Gossipmonger's fodder,2
493,LEFTWINGER,Espousing liberal political measures,1
494,LEGITIMATE,Rightful,3
495,LIFESAVERS,They're in a roll,3
496,LILYTOMLIN,"Laugh-In's ""Ernestine""",2
497,LINEOFFIRE,Muzzle direction,3
498,LINSEEDOIL,Paint ingredient,1
499,LIPSERVICE,Phony respect,2
500,LLZAMENHOF,Esperanto inventor,3
501,LOSEWEIGHT,Common New Year's resolution,3
502,LOVERSLANE,Byway of ardor,2
503,MASKEDBALL,"Party, of a sort",1
504,MASONRACIN,Fictional sleuth at the Tour de France?,3
505,MELOBSTERS,Specialty prepared by an Augusta short order cook?,1
506,MIDDLEAGES,Period from 1100 to 1500 A.D.,1
507,MIZZENMAST,Brig structure,2
508,MOCKTURTLE,Lewis Carroll character,2
509,MODERNJAZZ,"Bop, e.g.",2
510,MONEYMAKER,Profitable item,1
511,MUMBOJUMBO,Nonsense,6
512,MYOLDFLAME,Mae West rendition,3
513,NASTURTIUM,Mean-spirited bloomer?,1
514,NEEDLEWORK,Embroidery,1
515,NEMEANLION,Predator of ancient Greece,1
516,NEWSLETTER,"Mail from your congressman, perhaps",3
517,NICTITATES,Winks,2
518,NINEONEONE,Numbers instituted in 1968,3
519,NIPANDTUCK,Facelift job,2
520,NOISEMAKER,New Year's device,1
521,OFFTHECUFF,Ad-lib,1
522,ONCECLOSED,Part 3 of quip,1
523,ORANGEBOWL,Florida football site,1
524,ORGANDONOR,Gift-giver of a sort,2
525,OUTOFORDER,Not in working condition,1
526,OUTOFSORTS,In bad temper,1
527,OUTPOURING,Spate,3
528,PACKAPUNCH,Hit really hard,3
529,PACKOFLIES,Several untruths,2
530,PADDLEBOAT,Resort rental,3
531,PANELTRUCK,Delivery vehicle,2
532,PANFORGOLD,What an ambitious one might do,2
533,PARROTFISH,Animal twofer?,3
534,PATBENATAR,All Fired Up singer,3
535,PATBENATAR,Hit Me With Your best Shot singer,2
536,PATHFINDER,Byway seeker,2
537,PATPAULSEN,Perennial 70's presidential candidate?,1
538,PAULAABDUL,Forever Your Girl singer,3
539,PEASHOOTER,Kid's weapon,6
540,PETERBOYLE,Young Frankenstein monster portrayer,3
541,PETERLORRE,M star,4
542,PILEDRIVER,Construction-site sight,3
543,PINCUSHION,Sewing-kit item,6
544,PINKSALMON,Swimming delicacy,1
545,PIZZAOVENS,Where some pies are made,2
546,PLANETARIA,"Fels, Adler, and Hayden",1
547,POINTOFIMP,Stephen Hunter novel?,2
548,POWDERHORN,THE COSMETICIAN PLAYED A __,3
549,POWDERPUFF,Women's football?,1
550,PREHEATING,Warming up,1
551,PRICALJOKE,Mischievous trick?,2
552,PRICEINDEX,Commodity rating,2
553,PRIVATEEYE,Magnum was one,1
554,PRIVATEJET,Introspective NFLer?,2
555,PROSPECTOR,One with a miner role?,2
556,PSILOVEYEW,Beatles treesong?,3
557,PURPLERAIN,Prince hit,2
558,QUADPLEXES,Like some condo units,2
559,QUEENKELLY,Gloria Swanson film of 1928,3
560,RACKOFLAMB,Dinner entree,1
561,RAINCHECKS,"Store issues, during stockouts",3
562,RAYCHARLES,What'd I Say singer,2
563,RAZZMATAZZ,Confusing tactic,2
564,REDSNAPPER,Fish native to Mexico,1
565,RELISHDISH,Pickle place,1
566,RESORTEDTO,Ended up using,3
567,RIGHTANGLE,Cross section?,3
568,RIGHTBRAIN,Sight of artistic development,1
569,RINGLEADER,Chief miscreant,4
570,ROADTORUIN,Highway of overindulgence?,2
571,ROCKBOTTOM,Like sale prices,2
572,ROCKHOUNDS,Geologists,1
573,ROCKOFAGES,Popular hymn,3
574,ROUGHRIDER,Spanish-American War figure,6
575,RUBIKSCUBE,'80s craze,4
576,RUBSELBOWS,"Socializes, in a way",3
577,RVHMFRGHES,"Goldie flick ""Swingshift"" in code",1
578,SACREDCOWS,Objects of deference,3
579,SALLYFORTH,Leave the castle for battle,1
580,SAMTHESHAM,Rock nickname,3
581,SANTACLAUS,Gift-giver of a sort,2
582,SCOTCHTAPE,Packaging need,3
583,SEAMSTRESS,Garment worker,1
584,SECRETCODE,Language for private messages,1
585,SHANKSMARE,"One's own legs, as transportation",2
586,SHEEPSKINS,"Diplomas, informally",2
587,SHERYLCROW,If It Makes You Happy singer,1
588,SHRUGITOFF,Disdain,2
589,SILVERWARE,Eating utensils,1
590,SINKORSWIM,"Succeed on one's own, or fail",2
591,SLUSHFUNDS,Sources of bribe money,3
592,SMOKINGOUT,Lying in wait,2
593,SNAPDRAGON,Garden flower,9
594,SNAPDRAGON,St. George's bloomer?,1
595,SOBSTORIES,Bits of schmaltz,3
596,SOLDIERBOY,Shirelles hit of 1962,4
597,SOUPDUJOUR,Puzzle theme,1
598,SOURGRAPES,Sore loser's attitude,9
599,SPLITHAIRS,Quibble,9
600,SPOONRIVER,"Masters' ""The __ Anthology""",2
601,SQUAREROOT,"3, to 9",3
602,SQUEEZEBOX,Accordion,5
603,STANMUSIAL,The Man,2
604,STANTHEMAN,Diamond nickname,3
605,STEMWINDER,Rousing speech,3
606,STEVEALLEN,Funny guy,2
607,STICKSHIFT,Automatic alternative,3
608,STONEMASON,Easter Island native,1
609,STOODALONE,Was the odd man out,2
610,STRIKEZONE,Pitcher's concern,2
611,SUGARDADDY,Generous patron,1
612,SUGARDADDY,Gift-giver of a sort,2
613,SWEETTOOTH,Source of craving,1
614,TABLELINEN,Groaningboard cover,1
615,TAKEACLASS,Common New Year's resolution,3
616,TANGANYIKA,Lake where Stanley met Livingstone,1
617,TASTETESTS,Samples,3
618,TEAKITEASY,Eagles treesong?,3
619,TENDERFOOT,Boy Scout of the lowest rank,2
620,TERNSTILES,Birds' subway entrances?,3
621,THREADBARE,Shabby,6
622,THRIVINGON,"Flourishing, as a result of",2
623,TICKERTAPE,Electrocardiograph?,1
624,TIDALWAVES,Natural events,1
625,TIPPECANOE,Presidential nickname,3
626,TIPPERGORE,She was born Mary Elizabeth Aitcheson,3
627,TOBEISTODO,Message from Socrates and others,3
628,TODOISTOBE,Message from Sartre and others,3
629,TOLLBRIDGE,"George Washington, for one",2
630,TOOTHFAIRY,Gift-giver of a sort,2
631,TORCHSONGS,Lost-love laments,1
632,TOURNIQUET,A medic might tie one on,2
633,TRIALHORSE,Heavy underdog,3
