,answer,clue,couple_occurencies
101,HITTHECEILING,Lose one's temper,5
102,HOLEINTHEWALL,Tiny place,3
103,INDUSTRYGIANT,TITAN,2
104,ITSNOTUNUSUAL,Tom Jones's first hit,3
105,IVEGOTASECRET,Show hosted by Garry Moore,1
106,JOHNPAULJONES,Bonhomme Richard skipper,3
107,JOSECANYOUSEE,Spanish-American anthem starter?,3
108,LACKOFRESPECT,Rodney Dangerfield's complaint?,1
109,LADYMARMALADE,LaBelle hit,2
110,LETSMAKEADEAL,Game-show offer,3
111,LIBERALKANSAS,City near the Oklahoma panhandle,3
112,LITTLEBIGHORN,Extended vacation spot?,1
113,LONELYTYLENOL,The last pain pill in the bottle?,2
114,LOOKFORWARDTO,Anticipate eagerly,3
115,MAHLERSSECOND,"Resurrection Symphony, to music buffs",1
116,MAJORPROPHETS,Ezekiel and Jeremiah,2
117,MALCOLMFORBES,AUTHOR OF QUOTE,3
118,MCMAHONASCHAN,Ed depicting an Oriental sleuth?,3
119,MOMENTOFTRUTH,Decision-making time,2
120,MOMMIEDEAREST,1981 film relationship,2
121,MORROWASZORRO,Rob portraying a masked swordsman?,3
122,MOUNDBUILDERS,Some Ancient Native Americans,3
123,NEWYORKJETSON,Elroy from Elmira?,3
124,NOVELISTHENRY,GREEN,3
125,NYCHEESECAKES,Specialty prepared by an Albany short order cook?,1
126,PEOPLESMILING,Sign of spring,3
127,PETERFORSBERG,NHL Rookie of the Year (1995),2
128,PETERJENNINGS,Toronto-born ABC News Senior Editor,1
129,PINKELEPHANTS,"Skid row sight, maybe",3
130,PRIMARYCOLORS,Anonymously-written bestseller,2
131,RAISEYOURHAND,Participate in a Sure commercial,3
132,ROCKINGCHAIRS,Sit on them,2
133,ROLLINGSTONES,Miss You singers,3
134,ROULETTEWHEEL,Vegas spinner,4
135,SECRETSERVICE,President's protection,1
136,SHARPEASATACK,Tight End Shannon,1
137,SISTINECHAPEL,Site of some Michelangelo artwork,2
138,SMALLPOTATOES,Insignificant stuff,3
139,SOFAVRESOGOOD,Quarterback Brett,1
140,SPILLONESGUTS,Tell all,3
141,SPILLTHEBEANS,Blab,9
142,SPILLTHEBEANS,Confess,3
143,STACKOFBIBLES,Some swear by it?,1
144,STRINGOFBEADS,Necklace,3
145,SWEETNOTHINGS,Empty calories?,2
146,TAKETHEATRAIN,Duke Ellington theme song,1
147,TEARSFORFEARS,Shout band,3
148,THATSTHETRUTH,HONEST!,1
149,THECRYINGGAME,Forest Whitaker film,1
150,THENEAREASTON,"Sheena, who lives next door?",3
151,THREADOFAPLOT,Novel idea,3
152,UNDERTHETABLE,Secretly,1
153,VALENTINESDAY,February event,3
154,WALKSTHEFLOOR,Ambulates nervously,3
155,WEEPINGWILLOW,Tree native to China,1
156,YABBADABBADOO,Heard from 16A,3
157,ALISTAIRCOOKE,Masterpiece Theatre emcee on PBS,2
158,BARRYBOSTWICK,Spin City actor,2
159,BELMONTSTAKES,Well-known race track,1
160,BOUGHTTHEFARM,Went belly up,1
161,BRASSKNUCKLES,Street tough's weapon,2
162,BUILDINGSPECS,Architect's renderings,1
163,BURNEDBRIDGES,Told off the boss and quit on the spot,1
164,BUTTERFINGERS,Curtis Candy product,2
165,BUTTONYOURLIP,Hush up!,2
166,CANADIANBACON,Montreal order?,2
167,CHARLOTTESWEB,E.B. White work,2
168,CHICKENBARLEY,SOUP,2
169,CHRISCOLUMBUS,Home Alone director,2
170,CINCINNATIKID,"1965 Ann-Margret movie, with ""The""",2
171,CINDYCRAWFORD,Model once married to Richard Gere,2
172,CONTRIBUTIONS,Legitimate deductions,2
173,COTTAGECHEESE,Item in the dairy case,2
174,COURTREPORTER,"Bud Collins, for one",2
175,DADDYWARBUCKS,Annie character,1
176,DEADMANSCHEST,More of 27A,2
177,EDGARALLANPOE,The Gold Bug author,4
178,ENGLISHWALNUT,It has a kernel,2
179,FACTORYOUTLET,Magnet for bargain hunters,2
180,FIFTEENMENONA,Start of a sea-song,2
181,FLATCHAMPAGNE,Non-bubbly bubbly,2
182,FROMALLTHINGS,Part 3 of the quip,2
183,GARDENOFEATIN,Name for an outdoor restaurant?,1
184,GIVENOQUARTER,Be unmerciful,2
185,GIVETHESLIPTO,Elude,2
186,HARRYREASONER,T.V. broadcaster,1
187,HAWKEYEPIERCE,Alan Alda role,2
188,HITTHECEILING,Get mad,1
189,HOOKANDLADDER,Fire truck,2
190,HORSECHESTNUT,Burr-encrusted item,2
191,ISWHATYOUWISH,Middle of quote,1
192,JONATHANSWIFT,Creator of Lilliput,2
193,KNICKERBOCKER,Descendant of the Dutch settlers of New York,2
194,LITTLERICHARD,Tutti Frutti singer,2
195,LYININTHESAND,One way to get a tan?,1
196,MANGERMANAGER,Ranch hand?,2
197,MARCELMARCEAU,Stylized persona?,1
198,MINIATUREGOLF,Family sport,2
199,MINNESOTAFATS,JACKIE GLEASON,1
200,MOSQUITOCOAST,Harrison Ford flick,2
201,NASTYBUSINESS,Unpleasant affair,1
202,NATURALBLONDE,Many a Scandinavian,2
203,NOTHINGBUTNET,What a really poor server hits?,2
204,ORANGEBLOSSOM,Oil of neroli source,2
205,PAPAHEMINGWAY,"Novelist Ernest, familiarly",1
206,PLEATEDSHADES,Popular window treatments,1
207,PLUGGEDNICKEL,Worthless item,2
208,POLISHSAUSAGE,Deli purchase,1
209,PROPERTYTAXES,Legitimate deduction,2
210,RANCHDRESSING,Salad option,2
211,RUNWAYRUNAWAY,Errant 747 landing?,2
212,SCORCHEDEARTH,Congressional subject in 1998,1
213,SHARPDRESSERS,Clothes horses,2
214,SHIRKINGCLASS,Idlers?,2
215,SHOTINTHEDARK,Ozzy Osbourne song,1
216,SHOWTHEDOORTO,Eject,1
217,SLEIGHTOFHAND,TRICK,1
218,SNAPJUDGEMENT,Quick decision,2
219,SNICKERDOODLE,Tasty cookie,2
220,SOPHIESCHOICE,Styron novel,2
221,SPITANDPOLISH,Military inspection methodology,1
222,STICKINTHEMUD,Old fogy,5
223,STUMBLEACROSS,Discover by chance,1
224,SURROUNDSOUND,Encircle the bay?,2
225,THEFRENCHCHEF,Julia Child on PBS,2
226,TOCOINAPHRASE,Neologist's goal?,1
227,TOUCHDOWNPLAY,T?,3
228,TULSAOKLAHOMA,Major U.S.oil hub,3
229,UPSETSTOMACHS,Gut reactions?,1
230,VEGETABLEBEEF,SOUP,2
231,VICIOUSCIRCLE,There's no end to it,3
232,WATERMELONMAN,1963 Mongo Santamaria hit,2
233,WORDPROCESSOR,Editor?,2
234,ALFREDENEUMAN,Mad Magazine boy,2
235,AMERICANDREAM,"A house, two cars, a good family, etc.",1
236,BAITANDSWITCH,"Deception, of a kind",1
237,BEMYVALENTINE,Message for February 14th,1
238,BLUEBERRYHILL,1957 Fats Domino hit,1
239,BORROWTROUBLE,Cause unnecessary problems,2
240,BREDINTHEBONE,Inherent,2
241,CANADIANBACON,Pizza topping,3
242,CHARLOTTESWEB,E. B. White novel,1
243,CUTAWIDESWATH,Attract considerable notice,1
244,DYEDINTHEWOOL,Inherent,1
245,EMMYLOUHARRIS,Country hitmaker,2
246,ENDOFNOVEMBER,Official start of the holiday season,1
247,EXACTLYLIKEIT,End of quip,1
248,FISHEYELENSES,Camera attachments,2
249,IFTHESHOEFITS,Beginning of quip,1
250,KINGOFTHEHILL,Playground game,1
251,LOVEANDKISSES,Sentiments on a Valentine's card,1
252,MRANDMRSNORTH,Mysterious radio couple,1
253,MRANDMRSSMITH,Title couple in a Hitchcock film,1
254,OSCARANDFELIX,The Odd Couple,2
255,PANCAKEMAKEUP,Vaudevillian's accessory,1
256,PARTNERFORCOO,Bill,1
257,QUAKERMEETING,Religious gathering,1
258,QUESTIONMARKS,???????,1
259,SLEIGHTOFHAND,Deception. of a kind,1
260,STOCKEXCHANGE,Market,2
261,THEFIRSTNOBEL,Dynamite-inventor's ancestor?,2
262,TONYFRANCIOSA,The Pleasure Seekers actor,2
263,TROYTROYAGAIN,Persistent Vincent?,2
264,TURKEYDINNERS,Featured holiday event,1
265,WAFFLESTOMPER,Ankle boot,1
266,WEETHREEKINGS,Minuscule magi?,2
267,WORLDCHAMPION,Top heavyweight,1
268,BOUGHTTHEFARM,Suffered some mishap or reverse,1
269,NEILARMSTRONG,Author of quote,1
270,PIERCEBROSNAN,Remington Steele,1
271,THATSONESMALL,Beginning of quote,1
272,BASINTELEPATH,Psychic who can sense where the water drains?,1
273,BUILDSTOSCALE,"Prepares for a museum diorama, say",1
274,CHRISCHRISTIE,Winner of a stuffed bear for Barack Obama,1
275,COMINGTOGRIPS,"Managing, emotionally",1
276,ELCONDORPASTA,Peruvian song about fettucine covered by Simon and Scarf-funkel? (credit to Patton Oswalt),1
277,ERICKERICKSON,"Fox News commentator who called the rise of female breadwinners ""anti-science""",1
278,IINGESTAPOBOY,Simon and Scarf-funkel song about Louisiana cuisine? (credit to Chris Weitz),1
279,KEYSTOTHECITY,Symbolic gift given to Saddam Hussein by the mayor of Detroit in 1980,1
280,MERCHANTBANKS,"I think I'm going to cry, Natalie and Tyra ___!",1
281,SHORTBREATHED,"You look radiant, Martin and Berkeley ___!",1
282,SHUTYOURMOUTH,Zip it,1
283,SPLITSTHEBILL,"Goes fifty-fifty, or what this puzzle does in several places",1
284,WHERESTHEFIRE,Burning question?,1
285,WIENERSCIRCLE,"Chicago hot dog stand known for late-night vitriol between staff and patrons, with ""The""",1
286,ABSOLUTEPOWER,1997 Clint Eastwood/Gene Hackman political thriller,1
287,ANALPROBATION,Period of supervision for a porn actor who's done poorly in recent backdoor scenes?,1
288,BEAUTIFULLIAR,*2007 hit single for Shakira and Beyonce,1
289,CARBONMIRANDA,"The Brazilian Bombshell, in her element?",1
290,CHEESESNUFFLE,Soft crying about moldy mozzarella? (8->7),1
291,CHICKENPARFUM,Eau de coop?,1
292,COPPERORATION,"Speech given by the policeman chasing James Cagney in ""White Heat""?",1
293,CURSORYPOWDER,Skiing surface slapped on?,1
294,HAMASANDSWISS,Palestinian-Genevan alliance?,1
295,HEAVYMEDALIST,"Gold-winning sumo wrestler, e.g.?",1
296,ISOPODSHUFFLE,Dance of the woodlouse?,1
297,JOININGFORBES,Taking a job as a columnist for the 1%? (6->5),1
298,OUTDAMNEDSPOT,"It's becoming painfully obvious to everyone; just love whoever you want, boy!",1
299,PUNCHTHECLOCK,"*Start one's workday, perhaps",1
300,SELENIUMGOMEZ,"Spring Breakers star, in her element?",1
301,SORRYNOTSORRY,"Oops, accidentally picked out Parcheesi at Toys 'R' Us #___?",1
302,STALINSLATINS,Fan club for South Americans who like thick mustaches and propaganda?,1
303,TENFUTONTRUCK,Vehicle that can sleep nearly a dozen college students?,1
304,TIECLIMAXIMPS,Magical beings who deliver orgasms via neckwear-based autoerotic asphyxiation?,1
305,TOBACCOCASHEW,Protein-rich alternative to the patch?,1
306,TOPBRAVOGUESS,"Strongest theory of where the next ""Real Housewives"" show will be set?",1
307,TWOHITWONDERS,"Tone-Loc and Marky Mark and the Funky Bunch, e.g. ... or how this puzzle's theme entries might be described?",1
308,WAXIERSERVICE,"*What a candlemaker provides, compared to other artisans?",1
309,WHATACUTEBABY,That child has the *sweetest* face!,1
310,BENTLEYMOTORS,"Cars that play ""What Was I Thinkin'"" when you honk the horn?",1
311,CATCHFEELINGS,*Start to sense that one's hookup is more than a game,1
312,COMEDYCENTRAL,"Channel where the circled offerings might air, and a spatial description of those offerings within the theme entries",1
313,DENVERNUGGETS,"Words of wisdom from the singer of ""Rocky Mountain High""?",1
314,DOGMUZZLEPILL,What a vet gives a pet so he'll accept his restraint?,1
315,FREEBLINDMICE,Protest chant for those opposed to the jailing of braille-reading rodents?,1
316,HAULINGASPICS,Trucking activity for a head cheese supplier?,1
317,INPATNERHESES,"Like area codes, often",1
318,LEAVESOFGRASS,Poetry volume that caused Walt Whitman to lose his job at the Department of the Interior,1
319,LEMONDROPPIES,"Following the command one way, tangy treats; another way, winner of the 1999 Belmont Stakes",1
320,MARINTOMALLEY,Lobster delicacy from north of the Golden Gate Bridge?,1
321,OVERHEADSQUAT,Powerlifting move,1
322,PLAYINGIMELDA,"Activity for the lead actress in ""Here Lies Love""",1
323,POSTNASALDRIP,"Affliction that, read a certain way, appears in this puzzle's three theme answers",1
324,REINDEERGAMES,2000 Ben Affleck film ... and a hint to the puzzle theme that's hidden in eight circled anagrams,1
325,SPICINGBACKUP,Row of Indian dishes still waiting for the garam masala?,1
326,SWINGBOTHWAYS,*Be game to love whomever,1
327,THEFUNPERCENT,Measure of entertainment for each penny spent?,1
328,TNERISGOINGUP,"Reason to vacate an apartment, or a feature of this grid",1
329,WEATHERBUREAU,Institution known for making inaccurate guesses,1
330,AUTOMATICALLY,Without thought,2
331,CIRCUITJUDGES,Traveling magistrates,3
332,FOLLOWHISNOSE,What an anteater might do?,2
333,GEORGESANDERS,All About Eve Oscar winner,1
334,GOTHEWHOLEHOG,What a pig might do?,2
335,HORSEFEATHERS,Nonsense,2
336,JETPROPULSION,"JP, to a pilot",2
337,PENGUINISLAND,Anatole France novel,2
338,PLANEGEOMETRY,Math subject,2
339,PROFESSORSHIP,College appointment,2
340,SELFPROPELLED,"SP, to a driver",2
341,THETHORNBIRDS,Colleen McCullough novel,2
342,UNDERCURRENTS,Hidden feelings,2
343,BIDESONESTIME,Waits,2
344,BRAVENEWWORLD,Huxley opus,2
345,DENNISWHOPPER,Untruthful actor?,2
346,GIVEMELIBERTY,Henry's imperative,2
347,GOESWANDERING,Strays,2
348,IMHERETOWHELP,Veterinary midwife's comment?,2
349,LIVEANDLETDIE,104 Down film of '73,2
350,SPYWHOLOVEDME,"104 Down film of '77, with ""The""",2
351,CATFISHHUNTER,Athletics #27,2
352,CHEDDARCHEESE,Sandwich filler,2
353,CHOCOLATECHIP,Cone favorite,2
354,GUMUPTHEWORKS,Make a mess of things,2
355,LIBERTYBELLOW,Parolee's cry?,2
356,PINKPONGTABLE,Toon panther's game-room centerpiece?,2
357,REGGIEJACKSON,Yankees #44,2
358,SETONONESEARS,Amaze,3
359,TARANDFEATHER,Punish severely,3
360,THEGRAYGATSBY,Fitzgerald's older hero?,2
361,TONGUEINCHEEK,Insincere,3
362,ALUMINUMCANDY,Valentine gift for a robot?,1
363,BILLOFFRIGHTS,Scary list?,1
364,BLACKANDWHITE,Hugo sways Byron with plain talk,1
365,GAMEOFFINCHES,Bird amusement?,1
366,GOOSENECKLAMP,Adjustable desktop item,1
367,KANGAROOCOURT,Mock tribunal,2
368,KINGDOMCOMEDY,"Funny version of ""Camelot""?",1
369,LOUISEFETCHER,Actress who started out as a gofer?,1
370,MILESANDMILES,"Vera takes a long, long journey with Sylvia",1
371,NATIONOFFLAWS,Country with problems?,1
372,THORNTONWIDER,Larger-than-life playwright?,1
373,WODDSANDIRONS,Tiger gives Jeremy a golf lesson,1
374,ALLHANSONDECK,Call heard aboard a Dutch freighter?,1
375,CHRISTIANDIOR,New Look designer,2
376,CLAUDEDEBUSSY,Exponent of musical impressionism,1
377,CROSSEXAMINER,Newspaper for vampire hunters?,1
378,CROWNOFTHORNS,Painful burden,1
379,HANDOUTFLIERS,One way to get your message across,1
380,HARBORAGRUDGE,Stay angry,1
381,HARRYMETSALLY,When...,1
382,HILLLOBBYISTS,Representative tempters,1
383,KENTUCKYDERBY,Milliner's favorite sporting event?,1
384,MAILPOSTCARDS,One way to get your message across,1
385,MIAMIDOLPHINS,Marino's team,1
386,MYSHIPCOMESIN,When...,1
387,NIXXENOPHOBIA,Veto fear of foreigners?,1
388,OFTURNINGINTO,Part four of the quip,1
389,OYSTERCRACKER,Soup accompaniment,1
390,PERPLEXXAVIER,Confound bandleader Cugat?,1
391,PIERREOFPANTS,French designer?,1
392,POSTOFFICEBOX,Mail receptacle,1
393,RUNRADIOSPOTS,One way to get your message across,1
394,SETONESCAPFOR,Woo a milliner?,1
395,SONGOFSOLOMON,Book after Ecclesiastes,1
396,SOUNDJUDGMENT,Prudence,1
397,STAFFSERGEANT,Private boss,1
398,TOOOPTIMISTIC,Overly positive,1
399,WEEATTHENALOT,Part two of the quip,1
400,BASEBALLFIELD,Run home?,1
401,CANCELEDCHECK,Evidence of payment,1
402,CLICKETYCLICK,Sound of a moving train,1
403,COCKNEYACCENT,Eliza Doolittle had one,1
404,COLLARDGREENS,Vegetarian's putting areas?,1
405,COMBATMISSION,Military operation,1
406,FORTHATMATTER,Actually,1
407,HOUSEOFQUACKS,Medical office best avoided?,1
408,MINIATUREGULF,Cove?,1
409,MONOPOLYBOARD,Go home?,1
410,PHYLLISDILLER,Speaker of the quip,1
411,QUILTTHESTILT,Make a patchwork pole?,1
412,RIGHTTRIANGLE,Honorable threesome?,1
413,SPINACHLEAVES,Vegetarian's pages?,1
414,SQUAREDANCERS,Honorable ballerinas?,1
415,SUMMITMEETING,Get-together for world leaders,1
416,TOPOFTHEWORLD,1973 hit for the Carpenters,1
417,WEWEREMARRIED,Part 5 of the quip,1
418,BUTTERFLYNEET,Insect hair remover?,1
419,CALLOWCATCHER,Inexperienced infielder?,1
420,CHIANGKAISHEK,Political leader (1887),1
421,CORPUSCHRISTI,Texas port,1
422,DALLASKAPITAL,What Texas oil makes for German investors?,1
423,GREATWHITEARK,Large boat of bleached gopher wood?,1
424,HALLOFMIRRORS,Fun-house feature,1
425,HEINOUSCRIMES,Evil deeds,1
426,KINETICENERGY,Momentum relative,1
427,KINKYFRIEDMAN,Controversial singer/author/ political hopeful (1944),1
428,LANDOFLIBERTY,"America, to many",3
429,LOADINGGRAMPS,Packing up Pops?,1
430,MAKESMALLTALK,Chitchat,1
431,MARINEMAMMALS,Dolphins and whales,1
432,MASSMARKETING,Wide pitch?,1
433,MUSICALNATION,"Carry singing ""How Dry I Am""?",1
434,SIMPLEMACHINE,Pulley or lever,1
435,SPARKLINGGALE,Sayers in a glittery costume?,1
436,STEEPONTHEGAS,Like SUVs with a low MPG rating?,1
437,USUALSUSPECTS,They get rounded up,1
438,WAITINGFORGOD,How Moses spent his time on the mountain?,1
439,APOCALYPSENOW,End of Days and ...,1
440,BILLINGCHERRY,Sending invoices to singer Neneh?,1
441,CHEATERRIVERA,Criminal Broadway performer?,1
442,CHILICONCARNE,Fare rated in alarms,1
443,CHRISTMASSILL,Place for holiday candles?,1
444,COOLONESHILLS,What mountain breezes do?,1
445,COURTSIDESEAT,Juror's vantage point?,1
446,DOUBLEDOGDARE,"Serious challenge, in kid speak",1
447,FENCELOMBARDI,Criminal football coach?,1
448,FOURALARMFIRE,Big blaze,1
449,GUARDIANANGEL,Ross's personal protector?,1
450,HASNTGOTACLEW,Is unable to knit?,1
451,HEATHENSYMBOL,Objectionable religious object,1
452,IFILLYOURPAIN,Dentist's motto?,1
453,LETSMAKEADILL,Pickle-factory mantra?,1
454,LIMITEDAPPEAL,Conditional request for a hearing?,1
455,PONTIUSPIRATE,Criminal Roman prefect?,1
456,ROOMSCHECKOUT,"Quote, part 5",1
457,RUBBERNECKING,Traffic-jam cause,1
458,RUNONSENTENCE,Consecutive prison terms?,1
459,SAMUELBECKETT,Creator of Vladimir and Estragon,1
460,THEDIRTYDOZEN,12 Angry Men and ...,1
461,THREWANDTHREW,Kept on pitching?,1
462,VIEWOFRAISING,"Quote, part 2",1
463,WARRENBURGLAR,Criminal chief justice?,1
464,ABOUTPRACTICE,See 33-Across,1
465,ACOPPOLAWEEKS,"Length of a ""Godfather"" marathon, perhaps?",1
466,ADAYINTHEUSSR,24 hours spent around Stalingrad?,1
467,ALLENGOODTIME,"Blast one has watching ""Annie Hall?""",1
468,ANDWHATAPITCH,"William Shakespeare on the knuckleball (""Henry VI, Part II,"" II, i, 6)",1
469,ANGLEBRACELET,Pro-Sharron jewelry?,1
470,APERITIFWINES,Pre-dinner potables,1
471,APPLEPIEORDER,Excellent condition,1
472,APPROACHMOTEL,Close in on the Bates establishment?,1
473,AREWETHEREYET,Whine from the backseat,2
474,ASHLEYMADISON,Website with cheat codes?,1
475,ATTHEENDINGOF,"Verse, part 4",1
476,BASICINSTINCT,Stone feature,1
477,BCCCCSABATHIA,Include discreetly a Yankees ace on an e-mail?,1
478,BECKHAMFISTED,Soccer star David committed a hand ball?,1
479,BEFUCKINGDUST,End of the quip,1
480,BESTINTERESTS,Custody case factor,2
481,BILBOENGINEER,"Mastermind behind ""The Hobbit""?",1
482,BLINDDETENTES,Diplomatic successes nobody sees?,1
483,BLINKYPALERMO,German abstract artist born Peter Schwarze,2
484,BLUEMOONGROUP,Folks who meet up and drink Belgian-style witbiers?,1
485,BOUILLABAISSE,Traditional Provencal stew,1
486,BRANDYSOLOING,R&B singer Norwood forgoing the band?,1
487,BUNKERSILOODE,Archie's farm structure tribute,1
488,BUYNOTHINGDAY,"Official start of the Christmas season, according to protesters ... or, homophonically, an explanation of this puzzle's theme",1
489,BYALLACCOUNTS,According to everybody,1
490,CANTATAFORNOW,Choral piece played in the present?,1
491,CANTBUYMEMINE,My coal pit ain't for sale!?,1
492,CARRYABIGDICK,See 47-Across,1
493,CHARLESDARWIN,Scientist whose theory leads to the wordplay in this puzzle's theme,1
494,CHELSEALATELY,Handler's show,1
495,CHIANTICHRIST,Red wine messiah?,1
496,CIALISBTOKLAS,Stein's lover being treated for sexual arousal disorder?,1
497,CINNAMONBAYER,Spiced analgesic?,1
498,CLAMMYPIGEONS,Unpleasantly damp game birds?,1
499,CONCERTWARNER,Person who tells you when the mosh pit is going to break out?,1
500,CONTACTLENSES,See-through items,1
501,CONTINENTALUS,Everything but Alaska and Hawaii,1
502,CRACKWIDEOPEN,"Reveal, as an unreported crime",1
503,CRAZEOPERATOR,Fad runner?,1
504,CRAZEOPERATOR,Tastemaker?,2
505,CREATINGASTIR,Making waves,1
506,CROSSEXAMINER,Boxing referee?,2
507,CRUELTWISTOFE,All-nighter of clubbing and drugs that goes awry?,1
508,CUTSTOTHEBONK,Does some porno editing?,1
509,CYBERSQUATTER,Businessman with many addresses,1
510,CYBERSTALKERS,Unwanted Facebook followers,1
511,DAZEANDNIGHTS,Drug-soaked raver's autobiography?,1
512,DDDDDDDDDDDDD,END OF THE RIDDLE,1
513,DDDDDDDDDDDDD,Fastly approaching a deadline,1
514,DDDDDDDDDDDDD,Old form of punishment,1
515,DDDDDDDDDDDDD,"QUESTION, PART 2",1
516,DDDDDDDDDDDDD,"QUESTION, PART 3",1
517,DDDDDDDDDDDDD,"RIDDLE, PART 3",1
518,DDDDDDDDDDDDD,START OF A RIDDLE,1
519,DDDDDDDDDDDDD,Undeveloped thing,1
520,DEADCATBOUNCE,Insignificant recovery in a stock price,1
521,DELLMAGAZINES,Big name in crossword puzzles,1
522,DENVERBRONCOS,First AFL team to beat an NFL team,1
523,DESTINYSCHILD,Bootylicious singers,1
524,DICEROLLHUMOR,Jokes about snake eyes?,1
